21.8723	40.6448
17.3861	41.5476
18.2525	41.1281
16.7133	41.4097
12.2095	41.179
12.7397	40.629
13.7295	41.2037
19.4005	41.0871
23.2306	40.9568
28.9704	40.6494
0.438	41.0725
23.2453	40.9148
16.248	40.724
23.4521	41.2596
13.6359	40.3454
16.8646	40.9615
44.9945	41.6125
10.1733	41.1309
43.2579	41.4081
30.8434	41.3526
31.3637	40.7667
10.3501	40.5772
1.85884	40.9052
3.02807	40.9862
0.485632	41.2601
18.3958	40.3937
10.8641	40.7674
1.55296	40.9653
8.86776	40.6955
1.74355	41.1385
27.3611	41.3582
9.52593	40.488
1.5611	40.8786
12.3462	40.9957
17.4249	40.9269
22.6996	41.1271
8.7519	40.8539
9.12573	41.0553
16.4214	41.3921
12.637	40.9067
18.5279	40.5137
5.7034	40.838
29.0426	41.6246
20.1527	41.152
10.3708	40.9038
0.836847	41.2009
14.791	41.0302
9.7117	41.2561
14.3388	40.9659
26.8952	41.6458
5.9159	40.9077
21.3813	41.1202
15.0565	40.8303
2.76503	41.0304
12.2815	40.7994
4.48591	40.806
8.84377	41.527
9.10278	40.6078
16.448	40.6466
5.39431	41.5913
11.3412	41.0692
8.1375	41.2657
12.7385	41.6445
1.8714	40.8754
15.6685	41.4655
11.4034	41.7546
4.36127	40.6677
14.6515	41.4528
13.1063	40.6483
14.1322	41.4853
24.4029	41.2594
18.7435	41.7343
5.70455	41.1878
6.70599	41.7746
11.5078	41.4263
13.7727	41.6301
1.16178	40.6647
1.78553	40.6415
7.79308	41.7081
2.38259	41.1842
4.67561	41.7685
12.5716	41.1424
14.3912	41.0281
3.95678	14.308
15.5424	14.4048
24.609	13.5983
49.4871	14.0019
6.75389	14.3631
18.2831	13.4953
23.5351	13.7728
25.7053	13.4573
26.1864	13.9628
24.591	13.8252
39.4996	13.5316
17.3349	13.7367
35.6282	14.1597
26.224	14.3522
18.8939	13.9348
42.4344	13.9568
23.2063	13.952
30.9712	13.5956
18.7383	13.7259
24.4449	13.7218
8.91934	13.5328
2.9593	13.9858
50.3596	13.7685
17.2066	13.7604
18.922	14.132
37.6569	14.3312
6.34752	13.4808
12.4975	13.8976
23.9303	13.8986
16.6211	13.8794
8.00898	13.6732
22.7738	13.9931
15.7496	14.032
7.19387	13.4644
28.2199	13.8092
21.8533	13.7454
1.34839	13.8351
19.5595	14.0969
7.13389	13.9332
2.30525	13.694
0.107132	13.9894
8.64487	13.7251
0.0880003	14.0446
3.22753	13.4757
1.41	13.8237
12.2423	13.6998
2.9673	13.8351
13.3493	14.0519
4.8637	13.526
16.0277	13.8179
16.4357	13.6351
2.98425	13.8847
0.528	13.6039
1.50481	13.7939
1.95021	13.6437
39.0832	13.8496
23.6446	13.9019
27.8615	13.7476
24.8863	34.3842
6.03607	34.4434
9.03046	34.4254
33.1557	34.4782
8.31074	1.30518
15.1199	1.34028
6.88233	1.31473
15.454	1.27667
31.2234	1.30781
12.247	1.39052
14.4246	1.25302
23.6072	1.73379
33.7834	1.4122
31.1277	1.56163
36.6146	1.47308
14.6555	1.46745
10.6992	1.11175
14.1382	1.53276
6.5942	1.75075
26.4759	1.78767
10.776	1.41586
29.2859	1.50546
15.3682	1.50768
15.3696	1.24243
16.4688	1.71016
23.5573	1.10597
6.65178	1.12431
17.4221	1.35057
12.1495	1.87322
14.3609	1.45964
16.7902	1.15722
16.4149	1.21266
25.1465	1.54153
11.7243	1.3081
22.5834	1.09576
4.71489	1.0976
13.8698	1.27153
38.907	1.5833
10.9428	1.4908
13.8003	1.56405
16.675	1.13198
11.302	1.12685
16.3675	1.5856
11.3963	1.36127
3.00295	1.19606
31.4319	1.0552
10.3621	1.3864
14.1481	1.49138
3.78928	1.61818
20.8192	1.52033
23.3883	1.25658
15.3366	1.08312
6.57863	1.07848
15.7569	1.28307
22.5345	1.54386
23.7383	1.4846
18.1048	1.41539
15.8146	1.23083
14.0932	1.12782
4.93787	1.71095
12.7022	1.36919
12.0613	1.25108
10.3517	1.46764
14.0375	1.10636
11.4256	1.48531
18.7966	1.6629
10.0156	1.31642
20.4386	1.69566
7.42912	1.47048
15.1498	1.25574
15.8613	1.91545
13.8256	1.12523
0.724223	1.62767
0.606898	1.05124
6.03021	1.29075
19.9834	1.5745
8.82377	1.49989
17.4146	1.37406
4.21648	1.1223
13.7433	1.29057
3.16611	1.11164
5.60752	1.6889
13.8902	1.40015
12.027	1.38721
2.78649	1.83382
10.5907	1.62469
2.49659	1.06772
16.4381	1.64792
25.0953	1.6996
23.5933	1.07641
8.22166	1.60825
17.4681	1.17792
2.11435	1.10864
10.8919	1.41538
13.4798	1.18854
1.91544	1.89756
15.7454	1.59029
7.71513	1.52203
3.19224	1.49242
6.50598	1.15378
46.3384	16.1662
2.80091	15.9631
16.5297	16.2636
7.79108	15.9625
8.15739	16.2443
33.861	16.3533
24.718	16.4105
25.3172	16.1679
24.5515	16.7012
8.25975	15.9863
7.16467	16.211
18.4072	16.0889
27.1697	16.7289
14.402	16.4033
4.89499	16.3784
11.8114	16.6206
13.7136	16.1232
32.1601	16.2686
18.6912	16.2495
5.29776	16.7534
10.3618	16.5339
16.5216	16.0252
22.0274	16.3947
27.3337	16.2696
16.21	16.0434
13.798	16.3317
9.30464	16.7682
23.4849	16.9817
20.1928	16.1961
25.9479	16.3275
14.3376	16.777
11.8244	16.4354
18.741	16.6653
14.4934	16.5128
17.122	16.3886
17.7652	16.4586
11.9862	16.4413
9.72211	16.2381
23.6715	16.4466
16.0379	16.4525
14.2032	16.4941
8.79976	16.2929
13.831	16.4259
22.321	16.8456
23.4832	16.7376
6.27882	16.5628
0.625444	16.4349
4.19139	16.3267
0.000738892	16.7074
1.62945	16.4473
19.6129	16.6879
10.106	16.6337
19.4014	16.4522
5.97156	16.6395
12.1592	16.3885
4.74218	16.5938
0.287632	16.4667
4.60488	16.566
3.78334	16.3909
8.74072	16.7946
4.11596	16.7565
9.93947	16.836
15.4124	85.0834
14.4846	84.9443
13.7242	85.2791
10.5359	85.0714
9.01112	85.1822
11.1013	84.9511
23.7705	85.3254
15.9056	85.0446
11.8222	85.1989
23.0342	85.419
9.46598	84.8206
17.6312	84.7715
12.6256	85.0053
4.31059	84.6265
10.3035	84.948
7.3847	85.0595
5.80852	85.0116
10.3556	85.3681
7.15114	85.3346
2.11725	85.3418
38.563	42.139
14.8114	41.7749
11.8063	41.999
8.94418	41.8096
24.7732	41.9753
33.0797	41.7321
22.2759	41.5092
1.43946	42.042
22.5339	41.783
36.8109	41.8045
16.2381	41.5839
18.121	41.6416
7.40685	41.6245
15.4826	41.9225
28.6589	42.009
14.0538	41.6147
13.9906	41.8289
27.6437	41.5015
19.3428	41.7003
23.3314	41.8611
19.9783	41.8591
13.6849	41.4588
28.147	41.7599
9.1622	41.7736
21.2019	41.5938
31.7917	41.8082
10.2846	41.5406
14.4779	41.8819
16.3303	41.8799
8.34344	41.8321
14.0982	41.6471
20.5322	41.7932
25.7263	41.7904
17.9428	41.8545
7.76636	41.5755
0.0704778	41.8303
18.8302	41.8753
17.3403	41.8368
17.1863	61.7873
23.293	61.7444
17.7253	61.9695
28.9993	61.1561
10.0155	60.5383
9.3809	61.9336
17.1818	61.3081
30.0694	61.0693
21.4068	61.0124
32.433	61.308
7.95875	61.4858
9.62691	60.6797
2.41176	61.1731
8.73459	61.5595
37.4144	61.4483
20.1308	61.1337
5.0724	61.7874
14.6926	61.1468
2.3678	61.3238
2.7611	61.2329
13.0197	61.6069
12.201	61.1214
8.23163	61.1438
11.248	60.9726
12.7439	60.9651
11.509	61.0758
7.23902	61.4269
17.1203	60.8256
33.3655	61.5704
0.275214	61.1782
4.6315	61.5979
13.2363	61.004
26.4161	61.3482
10.8732	61.1489
0.460707	61.7877
18.3568	60.9546
32.2732	61.4255
14.5195	61.0565
0.0880003	61.2882
1.97702	61.2426
8.15459	61.5075
6.59325	61.069
5.24741	61.2438
15.9401	61.4258
16.4052	61.6077
21.2731	61.1554
20.1843	60.9345
20.7123	61.857
17.6244	61.3391
12.4416	61.7682
3.54161	61.5099
12.2252	61.782
7.83124	61.644
11.1807	61.8291
14.3883	61.1978
0.0880003	61.0017
12.0237	60.8947
5.26263	61.7345
12.1422	61.2695
9.31288	61.879
8.87002	60.9672
10.5851	60.7636
3.20164	60.9333
10.3294	61.3942
8.3461	61.2692
9.70415	60.9036
3.11058	60.9371
23.9909	50.5151
15.2982	50.7347
12.5299	50.7785
8.1772	50.443
20.2823	50.7106
15.0215	50.5337
9.78468	50.6345
10.4509	50.4889
1.05971	50.5153
1.0009	50.5172
19.9907	72.5216
29.1245	72.4614
17.1148	73.3917
19.7797	73.0228
37.5201	72.8932
3.83379	72.7455
23.4375	73.1186
16.4341	73.2647
21.1138	72.8218
34.6162	72.7154
8.29812	72.8855
27.6033	72.3132
7.9365	72.8783
35.0753	72.6062
15.9735	72.9355
28.4384	73.5941
14.7162	73.5461
17.8175	72.8691
25.2256	72.7989
20.1974	72.8756
25.3939	72.4371
3.71251	72.5422
17.2719	72.8244
9.68363	72.8637
14.355	72.8765
12.3268	72.9039
13.2543	72.6546
17.0005	72.7821
12.6269	73.4857
13.4773	72.8355
24.9959	72.4826
7.69086	72.4802
10.1252	72.8159
6.83788	72.8078
1.39659	72.8653
7.43182	72.9371
15.5603	72.621
27.254	72.9158
13.6747	72.9034
15.5315	72.464
6.94719	72.5372
13.7767	73.0597
17.0346	72.7396
23.2736	72.8859
4.54945	72.8573
12.8033	72.9085
17.867	73.0514
11.3354	73.645
10.3034	73.2207
35.2987	72.8919
6.08674	72.9037
10.4787	72.6173
5.37239	72.9727
